GENDER,CAR,INCOME_TYPE,EDUCATION_TYPE,FAMILY_TYPE,HOUSE_TYPE,FAMILY SIZE,AGE,INCOME,SOCIAL_STABILITY,SOCIAL_EXPOSURE,SOCIAL_QUALITY,LOAN_SOCIAL_VAR,LOAN_APPROVAL
F,N,Working,Higher education,Married,House / apartment,2,48,37132,0.31,0.56,0.03,0.005208,1
F,N,Working,Higher education,Married,House / apartment,2,48,34846,0.31,0.21,0.87,0.056637,1
F,N,Working,Higher education,Married,House / apartment,2,48,33492,0.31,0.11,0.1,0.00341,1
F,N,Working,Higher education,Married,House / apartment,2,48,39247,0.31,0.12,0.03,0.001116,1
F,N,State servant,Secondary / secondary special,Married,House / apartment,2,57,28884,0.31,0.56,0.87,0.151032,1
F,N,State servant,Secondary / secondary special,Married,House / apartment,2,57,44998,0.31,0.21,0.1,0.00651,1
F,N,State servant,Secondary / secondary special,Married,House / apartment,2,57,37021,0.31,0.11,0.03,0.001023,1
F,N,State servant,Secondary / secondary special,Married,House / apartment,2,57,36239,0.32,0.12,0.87,0.033408,1
F,N,State servant,Secondary / secondary special,Married,House / apartment,2,57,46972,0.31,0.56,0.1,0.01736,1
F,N,State servant,Secondary / secondary special,Married,House / apartment,2,57,57185,0.32,0.21,0.03,0.002016,1
F,N,State servant,Secondary / secondary special,Married,House / apartment,2,57,30424,0.32,0.11,0.87,0.030624,1
F,N,State servant,Secondary / secondary special,Married,House / apartment,2,57,23067,0.31,0.12,0.1,0.00372,0
F,N,State servant,Secondary / secondary special,Married,House / apartment,2,57,23874,0.31,0.56,0.03,0.005208,0
F,N,State servant,Secondary / secondary special,Married,House / apartment,2,57,26508,0.32,0.21,0.87,0.058464,1
F,N,State servant,Secondary / secondary special,Married,House / apartment,2,57,50343,0.37,0.11,0.1,0.00407,1
F,N,State servant,Secondary / secondary special,Married,House / apartment,2,57,25859,0.37,0.12,0.03,0.001332,0
F,N,State servant,Secondary / secondary special,Married,House / apartment,2,57,50368,0.37,0.56,0.87,0.180264,1
F,N,Working,Higher education,Married,House / apartment,2,34,20376,0.31,0.21,0.1,0.00651,0
F,N,Working,Higher education,Married,House / apartment,2,34,25713,0.31,0.11,0.03,0.001023,0
F,N,Working,Higher education,Married,House / apartment,2,34,44905,0.31,0.12,0.87,0.032364,1
F,N,Working,Higher education,Married,House / apartment,2,34,30027,0.31,0.56,0.1,0.01736,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,40,20552,0.31,0.21,0.03,0.033408,0
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,40,47446,0.31,0.11,0.87,0.01792,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,40,31095,0.31,0.12,0.1,0.001953,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,40,25168,0.32,0.56,0.03,0.029667,0
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,40,52097,0.31,0.21,0.87,0.00384,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,40,26047,0.32,0.11,0.1,0.006216,0
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,40,23675,0.32,0.12,0.03,0.067599,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,40,20366,0.32,0.56,0.87,0.00407,0
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,40,31922,0.32,0.21,0.1,0.001116,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,40,47541,0.31,0.11,0.03,0.151032,1
F,Y,Working,Secondary / secondary special,Married,House / apartment,2,40,28525,0.31,0.12,0.87,0.00651,0
M,Y,Working,Incomplete higher,Married,With parents,2,29,41405,0.32,0.56,0.1,0.001023,1
M,Y,Working,Incomplete higher,Married,With parents,2,29,25148,0.37,0.21,0.03,0.032364,0
M,Y,Working,Incomplete higher,Married,With parents,2,29,21701,0.37,0.11,0.87,0.01736,0
M,Y,Working,Incomplete higher,Married,With parents,2,29,37895,0.37,0.12,0.1,0.001953,1
F,N,Working,Higher education,Divorced,Municipal apartment,1,52,41739,0.31,0.56,0.03,0.030624,1
F,N,Working,Higher education,Divorced,Municipal apartment,1,52,42658,0.31,0.21,0.87,0.00372,1
F,N,Working,Higher education,Divorced,Municipal apartment,1,52,35993,0.31,0.11,0.1,0.005376,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,3,27,26011,0.31,0.12,0.03,0.058464,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,3,27,49388,0.31,0.56,0.87,0.00352,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,3,27,39918,0.31,0.21,0.1,0.001116,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,3,27,56368,0.31,0.11,0.03,0.180264,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,3,27,53248,0.32,0.12,0.87,0.00777,1
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,44,46349,0.31,0.56,0.1,0.001221,1
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,44,59583,0.32,0.21,0.03,0.032364,1
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,44,22678,0.32,0.11,0.87,0.01736,0
F,N,State servant,Higher education,Married,With parents,2,40,43706,0.32,0.12,0.1,0.001953,1
F,N,State servant,Higher education,Married,With parents,2,40,28045,0.32,0.56,0.03,0.029667,0
F,N,State servant,Higher education,Married,With parents,2,40,55696,0.31,0.21,0.87,0.00372,1
F,N,State servant,Higher education,Married,With parents,2,40,26150,0.31,0.11,0.1,0.005376,0
M,Y,State servant,Higher education,Married,With parents,2,28,36905,0.32,0.12,0.03,0.056637,1
M,Y,State servant,Higher education,Married,With parents,2,28,37031,0.37,0.56,0.87,0.00352,1
M,Y,State servant,Higher education,Married,With parents,2,28,35024,0.37,0.21,0.1,0.001152,1
M,Y,State servant,Higher education,Married,With parents,2,28,44799,0.37,0.11,0.03,0.155904,1
M,Y,State servant,Higher education,Married,With parents,2,28,29315,0.31,0.12,0.87,0.00651,0
M,N,Commercial associate,Secondary / secondary special,Married,Municipal apartment,2,40,54501,0.31,0.56,0.1,0.001221,1
M,N,Commercial associate,Secondary / secondary special,Married,Municipal apartment,2,40,56067,0.31,0.21,0.03,0.038628,1
M,N,Commercial associate,Secondary / secondary special,Married,Municipal apartment,2,40,38411,0.31,0.11,0.87,0.02072,1
M,N,Commercial associate,Secondary / secondary special,Married,Municipal apartment,2,40,42213,0.31,0.12,0.1,0.002016,1
M,N,Commercial associate,Secondary / secondary special,Married,Municipal apartment,2,40,58486,0.31,0.56,0.03,0.030624,1
M,N,Commercial associate,Secondary / secondary special,Married,Municipal apartment,2,40,27943,0.31,0.21,0.87,0.00372,0
M,N,Commercial associate,Secondary / secondary special,Married,Municipal apartment,2,40,44194,0.32,0.11,0.1,0.005208,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,41,35332,0.31,0.12,0.03,0.058464,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,41,41072,0.32,0.56,0.87,0.00407,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,41,30587,0.32,0.21,0.1,0.001332,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,41,50088,0.32,0.11,0.03,0.180264,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,41,36088,0.32,0.12,0.87,0.00651,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,41,34578,0.31,0.56,0.1,0.001023,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,41,46186,0.31,0.21,0.03,0.032364,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,41,23596,0.32,0.11,0.87,0.01736,0
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,41,46037,0.37,0.12,0.1,0.001953,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,41,49392,0.37,0.56,0.03,0.029667,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,41,41523,0.37,0.21,0.87,0.00372,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,41,51609,0.31,0.11,0.1,0.005376,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,41,32312,0.31,0.12,0.03,0.056637,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,41,41430,0.31,0.56,0.87,0.00352,1
F,N,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,44,20586,0.31,0.21,0.1,0.001152,0
F,N,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,44,41436,0.31,0.11,0.03,0.151032,1
F,N,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,44,27432,0.31,0.12,0.87,0.00651,0
F,N,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,44,21417,0.31,0.56,0.1,0.001056,0
M,Y,Working,Higher education,Married,House / apartment,2,58,54302,0.32,0.21,0.03,0.038628,1
M,Y,Working,Higher education,Married,House / apartment,2,58,47565,0.31,0.11,0.87,0.02072,1
M,Y,Working,Higher education,Married,House / apartment,2,58,52198,0.32,0.12,0.1,0.002331,1
M,Y,Working,Higher education,Married,House / apartment,2,58,23218,0.32,0.56,0.03,0.029667,0
M,Y,Working,Higher education,Married,House / apartment,2,58,29852,0.32,0.21,0.87,0.00372,0
M,Y,Working,Higher education,Married,House / apartment,2,58,54865,0.32,0.11,0.1,0.005208,1
M,Y,Working,Higher education,Married,House / apartment,2,58,33790,0.31,0.12,0.03,0.056637,1
M,Y,Working,Higher education,Married,House / apartment,2,58,48800,0.31,0.56,0.87,0.00341,1
F,N,Working,Higher education,Divorced,House / apartment,1,44,32278,0.32,0.21,0.1,0.001116,1
F,N,Working,Higher education,Divorced,House / apartment,1,44,39564,0.37,0.11,0.03,0.151032,1
F,N,Working,Higher education,Divorced,House / apartment,1,44,56441,0.37,0.12,0.87,0.00672,1
M,N,Working,Secondary / secondary special,Married,House / apartment,2,51,53839,0.37,0.56,0.1,0.001023,1
M,N,Working,Secondary / secondary special,Married,House / apartment,2,51,55446,0.31,0.21,0.03,0.033408,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,29,33286,0.31,0.11,0.87,0.01792,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,29,50970,0.31,0.12,0.1,0.002016,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,29,30786,0.31,0.56,0.03,0.030624,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,29,21340,0.31,0.21,0.87,0.00372,0
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,29,54029,0.31,0.11,0.1,0.005208,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,29,30763,0.31,0.12,0.03,0.058464,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,2,29,52350,0.32,0.56,0.87,0.00407,1
M,N,Commercial associate,Lower secondary,Married,House / apartment,2,58,48813,0.31,0.21,0.1,0.001332,1
M,N,Commercial associate,Lower secondary,Married,House / apartment,2,58,50103,0.32,0.11,0.03,0.180264,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,54,54771,0.32,0.12,0.87,0.00651,1
F,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,54,42616,0.32,0.56,0.1,0.001023,1
F,Y,Working,Higher education,Single / not married,House / apartment,1,52,23272,0.32,0.21,0.03,0.032364,0
F,Y,Working,Higher education,Single / not married,House / apartment,1,52,54029,0.31,0.11,0.87,0.01736,1
M,Y,Commercial associate,Higher education,Unmarried,House / apartment,2,41,47223,0.31,0.12,0.1,0.001953,1
M,Y,Commercial associate,Higher education,Unmarried,House / apartment,2,41,31139,0.32,0.56,0.03,0.029667,1
M,Y,Commercial associate,Higher education,Unmarried,House / apartment,2,41,58211,0.37,0.21,0.87,0.00372,1
M,Y,Commercial associate,Higher education,Unmarried,House / apartment,2,41,33514,0.37,0.11,0.1,0.005376,1
M,Y,Commercial associate,Higher education,Unmarried,House / apartment,2,41,59603,0.37,0.12,0.03,0.056637,1
M,Y,Commercial associate,Higher education,Unmarried,House / apartment,2,41,37503,0.31,0.56,0.87,0.00352,1
M,Y,Commercial associate,Higher education,Unmarried,House / apartment,2,41,31539,0.31,0.21,0.1,0.001152,1
F,N,Working,Higher education,Married,House / apartment,4,31,38603,0.31,0.11,0.03,0.155904,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,3,26,41036,0.31,0.12,0.87,0.00672,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,3,26,26099,0.31,0.56,0.1,0.001023,0
M,Y,Working,Secondary / secondary special,Married,House / apartment,3,26,59159,0.31,0.21,0.03,0.032364,1
M,Y,Working,Secondary / secondary special,Married,House / apartment,3,26,53386,0.31,0.11,0.87,0.01792,1
F,N,State servant,Higher education,Married,House / apartment,2,40,22804,0.32,0.12,0.1,0.002331,0
F,N,State servant,Higher education,Married,House / apartment,2,40,21372,0.31,0.56,0.03,0.035409,0
F,N,State servant,Higher education,Married,House / apartment,2,40,46900,0.32,0.21,0.87,0.00444,1
F,N,State servant,Higher education,Married,House / apartment,2,40,47365,0.32,0.11,0.1,0.005208,1
M,N,State servant,Higher education,Single / not married,House / apartment,1,30,35917,0.32,0.12,0.03,0.056637,1
M,N,State servant,Higher education,Single / not married,House / apartment,1,30,36845,0.32,0.56,0.87,0.00341,1
M,N,State servant,Higher education,Single / not married,House / apartment,1,30,20520,0.31,0.21,0.1,0.001116,0
M,N,State servant,Higher education,Single / not married,House / apartment,1,30,53422,0.31,0.11,0.03,0.151032,1
M,N,State servant,Higher education,Single / not married,House / apartment,1,30,57811,0.32,0.12,0.87,0.00651,1
M,N,State servant,Higher education,Single / not married,House / apartment,1,30,32802,0.37,0.56,0.1,0.001023,1
F,N,Working,Higher education,Unmarried,House / apartment,3,34,37416,0.37,0.21,0.03,0.033408,1
F,N,Working,Higher education,Unmarried,House / apartment,3,34,28287,0.37,0.11,0.87,0.01736,0
F,N,Working,Higher education,Unmarried,House / apartment,3,34,29828,0.31,0.12,0.1,0.002016,0
F,N,Working,Higher education,Unmarried,House / apartment,3,34,57371,0.31,0.56,0.03,0.030624,1
F,N,Working,Higher education,Unmarried,House / apartment,3,34,23798,0.31,0.21,0.87,0.00384,0
F,N,Working,Higher education,Unmarried,House / apartment,3,34,42727,0.31,0.11,0.1,0.005376,1
M,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,56,22277,0.31,0.12,0.03,0.056637,1
M,N,Commercial associate,Secondary / secondary special,Married,House / apartment,2,56,29061,0.31,0.56,0.87,0.00341,0
F,N,Commercial associate,Higher education,Married,House / apartment,4,28,42373,0.31,0.21,0.1,0.001152,1
M,N,Working,Incomplete higher,Married,House / apartment,2,38,25509,0.32,0.11,0.03,0.180264,1
M,N,Working,Incomplete higher,Married,House / apartment,2,38,25552,0.31,0.12,0.87,0.00777,0
M,N,Working,Incomplete higher,Married,House / apartment,2,38,46375,0.32,0.56,0.1,0.001221,1
M,N,Working,Incomplete higher,Married,House / apartment,2,38,25911,0.32,0.21,0.03,0.032364,0
M,N,Working,Incomplete higher,Married,House / apartment,2,38,53994,0.32,0.11,0.87,0.01736,1
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,53,37993,0.32,0.12,0.1,0.001953,1
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,53,54991,0.31,0.56,0.03,0.029667,1
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,53,40872,0.31,0.21,0.87,0.00372,1
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,53,22940,0.32,0.11,0.1,0.005208,0
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,53,36249,0.37,0.12,0.03,0.056637,1
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,53,47096,0.37,0.56,0.87,0.00352,1
F,N,Working,Secondary / secondary special,Single / not married,House / apartment,1,53,42983,0.37,0.21,0.1,0.001116,1
F,N,Working,Secondary / secondary special,Unmarried,House / apartment,2,54,38945,0.31,0.11,0.03,0.155904,1
M,N,Working,Secondary / secondary special,Single / not married,Co-op apartment,1,22,55875,0.31,0.12,0.87,0.00672,1
M,N,Working,Secondary / secondary special,Single / not married,Co-op apartment,1,22,45755,0.31,0.56,0.1,0.001056,1
M,N,Working,Secondary / secondary special,Single / not married,With parents,1,24,35752,0.31,0.21,0.03,0.033408,1
M,N,Working,Secondary / secondary special,Single / not married,With parents,1,24,46672,0.31,0.11,0.87,0.01736,1
M,Y,State servant,Higher education,Married,Municipal apartment,2,41,30316,0.31,0.12,0.1,0.001953,1
M,Y,Working,Secondary / secondary special,Married,With parents,2,40,35090,0.31,0.56,0.03,0.030624,1
M,Y,Working,Secondary / secondary special,Married,With parents,2,40,36328,0.32,0.21,0.87,0.00444,1
F,N,State servant,Higher education,Married,House / apartment,2,47,55115,0.31,0.11,0.1,0.006216,1
F,N,State servant,Higher education,Married,House / apartment,2,47,27306,0.32,0.12,0.03,0.067599,1
F,N,State servant,Higher education,Married,House / apartment,2,47,26520,0.32,0.56,0.87,0.00341,0
F,N,State servant,Higher education,Married,House / apartment,2,47,39603,0.32,0.21,0.1,0.001116,1
F,N,State servant,Higher education,Married,House / apartment,2,47,47240,0.32,0.11,0.03,0.151032,1
F,N,State servant,Higher education,Married,House / apartment,2,47,23453,0.32,0.12,0.87,0.00651,0
F,N,State servant,Higher education,Married,House / apartment,2,47,53871,0.31,0.56,0.1,0.001023,1
F,N,State servant,Higher education,Married,House / apartment,2,47,41680,0.31,0.21,0.03,0.032364,1
